Date,Open,High,Low,Close,Volume
2025-09-11 00:00:00-04:00,1.6299999952316284,1.6799999475479126,1.4199999570846558,1.600000023841858,4672100
2025-09-12 00:00:00-04:00,1.590000033378601,1.659999966621399,1.4600000381469727,1.5399999618530273,6746700
2025-09-15 00:00:00-04:00,1.7300000190734863,1.7300000190734863,1.3799999952316284,1.409999966621399,10867800
2025-09-16 00:00:00-04:00,1.399999976158142,1.5,1.309999942779541,1.5,6220200
2025-09-17 00:00:00-04:00,1.5,1.5099999904632568,1.3899999856948853,1.409999966621399,7909700
2025-09-18 00:00:00-04:00,1.4700000286102295,1.6799999475479126,1.4500000476837158,1.6799999475479126,4489300
2025-09-19 00:00:00-04:00,1.7000000476837158,1.7200000286102295,1.6100000143051147,1.649999976158142,5140700
2025-09-22 00:00:00-04:00,1.6399999856948853,1.8700000047683716,1.600000023841858,1.840000033378601,4732100
2025-09-23 00:00:00-04:00,1.8600000143051147,1.899999976158142,1.6299999952316284,1.649999976158142,6772400
2025-09-24 00:00:00-04:00,1.7000000476837158,1.7100000381469727,1.4600000381469727,1.5700000524520874,6526600
2025-09-25 00:00:00-04:00,1.5,1.5499999523162842,1.409999966621399,1.4500000476837158,4992500
2025-09-26 00:00:00-04:00,1.5,1.5800000429153442,1.4600000381469727,1.5,3766700
2025-09-29 00:00:00-04:00,1.5,1.5199999809265137,1.4600000381469727,1.5199999809265137,2805800
2025-09-30 00:00:00-04:00,1.5199999809265137,1.5299999713897705,1.4700000286102295,1.5099999904632568,2501700
2025-10-01 00:00:00-04:00,1.5399999618530273,1.5800000429153442,1.5,1.559999942779541,2234900
2025-10-02 00:00:00-04:00,1.5700000524520874,1.6200000047683716,1.5299999713897705,1.6200000047683716,1759000
2025-10-03 00:00:00-04:00,1.6100000143051147,1.6699999570846558,1.5700000524520874,1.5800000429153442,2748000
2025-10-06 00:00:00-04:00,1.559999942779541,1.5700000524520874,1.4500000476837158,1.4700000286102295,5906400
2025-10-07 00:00:00-04:00,1.4900000095367432,1.4900000095367432,1.399999976158142,1.409999966621399,2928700
2025-10-08 00:00:00-04:00,1.4199999570846558,1.4600000381469727,1.399999976158142,1.4199999570846558,1532900
2025-10-09 00:00:00-04:00,1.409999966621399,1.4700000286102295,1.3300000429153442,1.4500000476837158,5045900
2025-10-10 00:00:00-04:00,1.4500000476837158,1.4600000381469727,1.2699999809265137,1.2799999713897705,4107700
2025-10-13 00:00:00-04:00,1.340000033378601,1.340000033378601,1.2000000476837158,1.2100000381469727,4269900
2025-10-14 00:00:00-04:00,1.1699999570846558,1.309999942779541,1.1699999570846558,1.2899999618530273,1783800
2025-10-15 00:00:00-04:00,1.340000033378601,1.3700000047683716,1.25,1.2799999713897705,2962100
2025-10-16 00:00:00-04:00,1.2999999523162842,1.350000023841858,1.25,1.2599999904632568,2415200
2025-10-17 00:00:00-04:00,1.2400000095367432,1.309999942779541,1.2300000190734863,1.2699999809265137,3021500
2025-10-20 00:00:00-04:00,1.2999999523162842,1.3600000143051147,1.2799999713897705,1.350000023841858,1653200
2025-10-21 00:00:00-04:00,1.340000033378601,1.399999976158142,1.340000033378601,1.399999976158142,1588200
2025-10-22 00:00:00-04:00,1.3799999952316284,1.409999966621399,1.3200000524520874,1.3700000047683716,2998000
2025-10-23 00:00:00-04:00,1.3799999952316284,1.409999966621399,1.3600000143051147,1.3799999952316284,849900
2025-10-24 00:00:00-04:00,1.3899999856948853,1.409999966621399,1.3799999952316284,1.3899999856948853,828200
2025-10-27 00:00:00-04:00,1.409999966621399,1.4900000095367432,1.350000023841858,1.440000057220459,3222600
2025-10-28 00:00:00-04:00,1.3799999952316284,1.409999966621399,1.149999976158142,1.25,7454800
2025-10-29 00:00:00-04:00,1.2300000190734863,1.2300000190734863,1.0199999809265137,1.0499999523162842,8431800
2025-10-30 00:00:00-04:00,1.090000033378601,1.090000033378601,0.9300000071525574,0.949999988079071,5738000
2025-10-31 00:00:00-04:00,0.9800000190734863,1.059999942779541,0.949999988079071,1.059999942779541,3285800
2025-11-03 00:00:00-05:00,1.0399999618530273,1.0499999523162842,0.8399999737739563,0.9399999976158142,9820200
2025-11-04 00:00:00-05:00,0.8799999952316284,0.9700000286102295,0.8799999952316284,0.9399999976158142,1314400
2025-11-05 00:00:00-05:00,0.9300000071525574,0.949999988079071,0.8700000047683716,0.9200000166893005,2183800
2025-11-06 00:00:00-05:00,0.9100000262260437,1.0499999523162842,0.8799999952316284,1.0099999904632568,4439000
2025-11-07 00:00:00-05:00,0.9700000286102295,1.0,0.8799999952316284,0.8899999856948853,3189100
2025-11-10 00:00:00-05:00,0.9700000286102295,0.9700000286102295,0.8799999952316284,0.8899999856948853,2298600
2025-11-11 00:00:00-05:00,0.9300000071525574,1.2100000381469727,0.9300000071525574,1.1399999856948853,6642500
2025-11-12 00:00:00-05:00,1.0800000429153442,1.2300000190734863,1.0800000429153442,1.2100000381469727,3608800
