Date,Open,High,Low,Close,Volume
2025-10-10 00:00:00-04:00,551.1054749484089,557.278624775285,550.527097855269,555.1544189453125,176700
2025-10-13 00:00:00-04:00,556.0918758454119,566.3837866476277,555.483551196823,564.080078125,222800
2025-10-14 00:00:00-04:00,566.5233827912654,570.6221783174668,558.6748144830373,559.662109375,331700
2025-10-15 00:00:00-04:00,564.1997049859423,570.2930552746357,559.8117209593943,562.6339721679688,369800
2025-10-16 00:00:00-04:00,560.8190005480445,562.4146811342259,554.3068098605072,559.8018188476562,261200
2025-10-17 00:00:00-04:00,562.6440438716098,566.2541837524481,555.9423679167912,565.5062255859375,186500
2025-10-20 00:00:00-04:00,563.0329234393383,564.4490403402846,556.550620173352,562.8634033203125,259500
2025-10-21 00:00:00-04:00,563.6811958398458,563.6811958398458,546.0992483756154,546.6377563476562,249200
2025-10-22 00:00:00-04:00,547.7845933053119,548.911460837413,541.4318798756785,543.6658325195312,251000
2025-10-23 00:00:00-04:00,543.3666153238023,543.3666153238023,530.3521562711857,531.4192504882812,484400
2025-10-24 00:00:00-04:00,534.3612825522108,535.468246062284,527.1808717710718,529.6940307617188,286700
2025-10-27 00:00:00-04:00,529.2052865812442,536.6748847082769,525.6449988922038,534.4908447265625,231100
2025-10-28 00:00:00-04:00,533.0448264686075,538.529852746582,527.6994336499024,530.9306030273438,222200
2025-10-29 00:00:00-04:00,527.3603477269982,532.5860722653428,523.6704086779487,527.6495971679688,228400
2025-10-30 00:00:00-04:00,524.8671796803959,525.6649895728777,514.5952327508348,517.1282958984375,421800
2025-10-31 00:00:00-04:00,511.86682411449476,514.9717554330922,496.5717133133425,512.3560180664062,479200
2025-11-03 00:00:00-05:00,510.6488206112802,516.2696458789866,501.0943652105114,512.8153076171875,365800
2025-11-04 00:00:00-05:00,511.53739513840407,524.0969697314937,510.48911357301006,522.1002197265625,335200
2025-11-05 00:00:00-05:00,522.7890777203803,533.1921277224318,516.7389279113135,524.7858276367188,365000
2025-11-06 00:00:00-05:00,521.7806995587354,524.1468432907129,512.2661571350686,522.22998046875,243300
2025-11-07 00:00:00-05:00,522.4196918552198,534.1006302957738,518.6158856438249,532.7029418945312,202500
2025-11-10 00:00:00-05:00,532.8926096419058,536.4468219369611,522.2898728147925,531.674560546875,243000
2025-11-11 00:00:00-05:00,533.4916252021115,539.2222876819495,530.7660810802304,538.5833740234375,180300
2025-11-12 00:00:00-05:00,538.39368391958,542.3572032596059,533.701309422644,534.0108032226562,155300
2025-11-13 00:00:00-05:00,536.9060777350599,540.2705962403699,530.4565540070107,535.787841796875,312000
2025-11-14 00:00:00-05:00,535.1888253244337,545.9013680789352,533.4616563151413,537.3153686523438,295500
2025-11-17 00:00:00-05:00,538.5433957809835,542.7964827965269,534.4800024424328,535.4684448242188,341300
2025-11-18 00:00:00-05:00,535.4683830802776,549.2359500476488,534.1904340487433,547.4288940429688,344400
2025-11-19 00:00:00-05:00,546.7500304351609,557.9717542653316,546.7500304351609,555.8052978515625,282100
2025-11-20 00:00:00-05:00,558.0016957660887,560.4278004281273,544.9929023374962,550.3441772460938,270300
2025-11-21 00:00:00-05:00,550.3641778333679,563.6924588755096,548.6969087497014,559.3894653320312,390700
2025-11-24 00:00:00-05:00,557.4625803753111,559.6390303150777,538.6332446447691,539.9111328125,420200
2025-11-25 00:00:00-05:00,543.5951578682602,565.1101861796926,541.1192075619518,564.5211181640625,319900
2025-11-26 00:00:00-05:00,564.7108014927787,571.8192259302069,562.5942515724191,570.2517700195312,245500
