strategy,n,win_rate,win_rate_ci_lo,win_rate_ci_hi,mean_pnl,total_pnl,std_pnl,se_mean,sharpe,sharpe_ci_lo,sharpe_ci_hi,max_dd
S5,40,0.825,0.7,0.925,28.237010469219264,1129.4804187687705,44.77968877431134,7.080290472014875,0.6305763001510168,0.2972847213275539,1.0781615238226931,-87.21052631578948
S6,40,0.175,0.075,0.3,-31.72490442716026,-1268.9961770864104,44.52567943724407,7.040128069410775,-0.7125080364438765,-1.714428515697663,-0.3059702205428361,-1217.9961770864104
S7,200,0.57,0.495,0.635,3.5206162569365618,704.1232513873124,52.82542665582512,3.7353217407406545,0.06664624367114959,-0.08075986892520269,0.2010004231712245,-660.2547390386518
S8,25,0.44,0.24,0.64,-11.448172601805926,-286.2043150451481,49.09695918945136,9.819391837890272,-0.2331747788621826,-0.8204502196343727,0.16324101970514945,-344.5212913448207
