condition_id,ticker,end_date,side,entry_price,stake,shares,outcome_beat,pnl_dollars,cumulative_pnl
0xfffe2ac968bebd674b4dd91cbef3141483ac2b67f49f5d75547839320d4a8136,DAL,2026-01-13 14:00:00+00:00,NO,0.18000000000000005,250.0,1388.8888888888885,0,1138.8888888888885,1138.8888888888885
0x9b49db9417c3275700691123dae474dd4183f02ae2bd5e1fd088a883e0d12ac3,GS,2026-01-15 14:00:00+00:00,YES,0.915,250.0,273.22404371584696,1,23.22404371584696,1162.1129326047353
0xcbd8d6c5acc3c2d5b0f04e6cd63c1922dbca1ff89be9edce99f4c7d53be2ac58,TSM,2026-01-15 14:00:00+00:00,NO,0.04500000000000004,250.0,5555.55555555555,1,-250.0,912.1129326047353
0x0a8bebb6884dae47328aa0ecf946dcf3a02e9302716566299087542f7f054be9,BLK,2026-01-15 14:00:00+00:00,YES,0.54,250.0,462.96296296296293,1,212.96296296296293,1125.0758955676984
0xcf44270ebe7eaa79485c11ae65d1bdc86a98b86cc48f6f933d0e5a4705adeb29,STT,2026-01-16 14:00:00+00:00,YES,0.575,250.0,434.7826086956522,0,-250.0,875.0758955676984
0x2e111af3005c5a70e34f1b2ac6fca2b11e1cce65ed45cff0f6a1ddb2b5ce12c7,MBWM,2026-01-20 14:00:00+00:00,YES,0.765,250.0,326.797385620915,1,76.79738562091501,951.8732811886134
0xa9794d2a4b066f143edaa6728bd2946e54e8c2fedb56244ab6a3d52cbac5dec2,IBKR,2026-01-20 22:00:00+00:00,YES,0.785,250.0,318.4713375796178,1,68.4713375796178,1020.3446187682312
0xe11056a5e125a39c3fdfc6b260af389372a7f6e9a41b5730a287707bbe80c5f6,NFLX,2026-01-20 22:00:00+00:00,NO,0.29500000000000004,250.0,847.4576271186439,1,-250.0,770.3446187682312
0xa1d692f441135e3098a20c81fb9f4830df37ccfbd1a9f6ff37a84f7559a59bd4,UAL,2026-01-20 22:00:00+00:00,YES,0.81,250.0,308.641975308642,1,58.641975308641975,828.9865940768732
0xcbd25e65cb375e73dd3efac5fb8217207b2fa02c74c1dacc55ad0f37d073773a,WTFC,2026-01-20 22:00:00+00:00,YES,0.775,250.0,322.5806451612903,1,72.5806451612903,901.5672392381634
0x745ce7e964dd8c5949cceb57482d0d98f8e334a4dfdb2aad5b1238e6c4562ed2,BFC,2026-01-20 22:00:00+00:00,YES,0.61,250.0,409.8360655737705,1,159.8360655737705,1061.403304811934
0x83df0d286e0b0840b83c69ecee02188df3bf018dc8e82d80ffb739da1f8b6fb5,ALLY,2026-01-21 14:00:00+00:00,YES,0.72,250.0,347.22222222222223,1,97.22222222222223,1158.6255270341562
0x849ccba97e929ad084891b4ac7e0398e776b541e28536131d5110e8b819b0553,TFC,2026-01-21 14:00:00+00:00,YES,0.705,250.0,354.6099290780142,1,104.6099290780142,1263.2354561121704
0x4791b5f8da5935820a4866148e91282c23be1e32e8d7ee30301f209b0f21ee90,JNJ,2026-01-21 14:00:00+00:00,YES,0.725,250.0,344.82758620689657,0,-250.0,1013.2354561121704
0x5984a37e42d7f7d85371b288e559f2f10b0de9e1590858a41225e6f3265c17dd,HAL,2026-01-21 14:00:00+00:00,NO,0.29500000000000004,250.0,847.4576271186439,1,-250.0,763.2354561121704
0xbd97540446a2a4a084e55d240de00d3bd3387c70d3cadc9b5517a482fafe4b8b,UNTY,2026-01-21 14:00:00+00:00,NO,0.007499999999999951,250.0,33333.333333333554,1,-250.0,513.2354561121704
0x4a9d4a88a2f6d4c053c74fdab025e42f737d5153fb4207e736ccab6d87cfd3c0,CFG,2026-01-21 14:00:00+00:00,YES,0.71,250.0,352.11267605633805,1,102.11267605633805,615.3481321685084
0xcc0691f4d4a3eda0c0d9306e41d52e5c3f09e3fdc752f19791937ad2a3ffe89b,KMI,2026-01-21 22:00:00+00:00,YES,0.575,250.0,434.7826086956522,1,184.7826086956522,800.1307408641605
0x1f5c8acbf361f92bba1529aa3d314446985a8dc8698ef2940c4322bdef9f68ac,MKC,2026-01-22 14:00:00+00:00,YES,0.68,250.0,367.6470588235294,0,-250.0,550.1307408641605
0xaa961d07661553768261adcaaf680a40d5da6e5bd3b4a6b060415d6999154b6d,PG,2026-01-22 14:00:00+00:00,YES,0.855,250.0,292.39766081871346,1,42.39766081871346,592.528401682874
0xb2b5ba1688887a69d18aebeee1385dd996aa1e71514acebf163b986fc0f820f0,AAL,2026-01-22 14:00:00+00:00,YES,0.75,250.0,333.3333333333333,0,-250.0,342.528401682874
0x1859bedc7a7c34cdd13a7c864177423ed1732841eb486dc59ceb05177ef4cb1a,COF,2026-01-22 22:00:00+00:00,YES,0.7,250.0,357.14285714285717,0,-250.0,92.528401682874
0x48202130ab23b7f637370d66310f633c07d081e2200ea6ee4529ac7ae7e0c60b,UBSI,2026-01-23 14:00:00+00:00,YES,0.715,250.0,349.65034965034965,1,99.65034965034965,192.17875133322366
0xbc2c0328e62b2577e2946404db39250331f18036f866c17a80e03fc83bbfcb73,UNP,2026-01-27 14:00:00+00:00,YES,0.72,250.0,347.22222222222223,1,97.22222222222223,289.4009735554459
0x1696b9be75450b5c8f219d111e48bcfa9515a21898d8cb073e10ea6688e777bb,SBUX,2026-01-28 14:00:00+00:00,NO,0.54,250.0,462.96296296296293,0,212.96296296296293,502.3639365184088
0x307cb08f3dd72cf84d3f766cf6afe0d08c731805e4c03611f6e184f6e5ab47cc,MSFT,2026-01-28 22:00:00+00:00,NO,0.06499999999999995,250.0,3846.1538461538494,1,-250.0,252.36393651840882
0xded00ece4352bc848e310dc5ef71eefa39df1146f8a6bf45ebf9fb9f51bab68d,META,2026-01-28 22:00:00+00:00,NO,0.12,250.0,2083.3333333333335,1,-250.0,2.3639365184088206
0xb7f0223ccfd8e47957bffb618ac17fa4a46a1adaffe732a82719dbd11cb44897,IBM,2026-01-28 22:00:00+00:00,YES,0.845,250.0,295.85798816568047,1,45.85798816568047,48.22192468408929
0x6c6a1951fc8f841356ef67415f6e79155f74d0e7d50c1ab2ad7ce149b0279c09,TSLA,2026-01-28 22:00:00+00:00,NO,0.7,250.0,357.14285714285717,1,-250.0,-201.7780753159107
0x4694ec9169fd7df41af2741cc74a9da087cde234be2b89ab9470d66b5283ec58,XOM,2026-01-30 14:00:00+00:00,YES,0.84,250.0,297.61904761904765,1,47.61904761904765,-154.15902769686306
0x9979a7f3dbc5f6bf479bf9a6477997011a527dec6070e53e5b28a0c8033ac471,CVX,2026-01-30 14:00:00+00:00,YES,0.575,250.0,434.7826086956522,1,184.7826086956522,30.623580998789123
0x627cbfd192283371f82649502216f6f689de883ac7f80f5ee7782ba914bb9459,DIS,2026-02-02 14:00:00+00:00,NO,0.20499999999999996,250.0,1219.5121951219514,1,-250.0,-219.37641900121088
0xc98c3127f8bf77e6e54244693e13ea4299b886ba70ef180d7a720f0cbdfc5a2f,APTV,2026-02-02 14:00:00+00:00,YES,0.73,250.0,342.4657534246575,0,-250.0,-469.3764190012109
0xce81dca21240b68c9ec667cb9bd6e12f17387d75b85397233afe278646019569,NXPI,2026-02-02 22:00:00+00:00,YES,0.75,250.0,333.3333333333333,1,83.33333333333331,-386.04308566787756
0x71b7effd28a9683d303f2c5c8e7cf45a3afd9a56c73e9f372ec7e613640679db,PEP,2026-02-03 14:00:00+00:00,YES,0.83,250.0,301.20481927710847,1,51.20481927710847,-334.8382663907691
0x99b4f6582fbda0de6ce798a40dbeccf8dc02035d8443659527c8c51fabb9d104,CMG,2026-02-03 22:00:00+00:00,NO,0.30500000000000005,250.0,819.6721311475409,1,-250.0,-584.8382663907691
0xa258b355d8a309dba6747b6a39d201b4eb2281221274e36f4c5ac50c48a7b59b,UBER,2026-02-04 14:00:00+00:00,YES,0.665,250.0,375.9398496240601,0,-250.0,-834.8382663907691
0xb63c13fdf411dfed81010c3de36554e5f9691798bb57fce7654645851f16ceb8,LLY,2026-02-04 14:00:00+00:00,NO,0.275,250.0,909.090909090909,1,-250.0,-1084.8382663907691
0x3feaa00b195d8d77c9e54e5feb64ae90d68d36dded2da07e30ed5a72e2bbf51f,YUM,2026-02-04 14:00:00+00:00,YES,0.69,250.0,362.3188405797102,0,-250.0,-1334.8382663907691
0xccdaf2f6e8a7eefb91d6adf1053549b4cd037cce9f7d1376869186e49bf52eff,ORLY,2026-02-04 22:00:00+00:00,YES,0.635,250.0,393.7007874015748,0,-250.0,-1584.8382663907691
0xfcf726fe7a0d431c461a8df4367074bf18a43ffa6d018e1b8480adc746a37020,AFL,2026-02-04 22:00:00+00:00,YES,0.625,250.0,400.0,0,-250.0,-1834.8382663907691
0x8b38177ed15bfc1dcb2b2413e0ed848966a5fa36fe98e32baae80c63762fa808,TW,2026-02-05 14:00:00+00:00,YES,0.71,250.0,352.11267605633805,1,102.11267605633805,-1732.7255903344312
0x561fbcac1b906bfc402452d6b78e1e96b9fd22b1ea300b39bf53bf6a07baba13,COP,2026-02-05 14:00:00+00:00,YES,0.8,250.0,312.5,0,-250.0,-1982.7255903344312
0xe817693c921990583f6f210b0749176dd11ac983f85778dc3fd21b0a2e3e0323,ARES,2026-02-05 14:00:00+00:00,YES,0.755,250.0,331.12582781456956,0,-250.0,-2232.725590334431
0x635e83eacc27eaaa4431a5d7232bb0f1e46be2e3362b0f39a0cd39721e622f3d,RBLX,2026-02-05 22:00:00+00:00,YES,0.655,250.0,381.6793893129771,1,131.6793893129771,-2101.046201021454
