strategy,condition_id,end_date,side,entry_price,stake,outcome_yes_won,pnl,sector,edge,kelly_frac,quarter
E4,0x62be08129d7959cfac571cde7eee23d563d6fd854f04a9e6766bd80e898b835e,2026-03-12T13:00:00+00:00,YES,0.695,22.459352037903408,1,9.856262405123081,Other,0.0709820751522604,0.23272811525331277,2026Q1
E4,0xba32ef1ced81ce80a2fe32c674ff54562f99eae779ef62d99af3f73e0d316514,2026-03-12T13:00:00+00:00,YES,0.725,22.459352037903408,0,-22.459352037903408,Other,0.07190977835869616,0.26149010312253146,2026Q1
E4,0x1ab1e473d760aede872a7297790cf4b2694833ccdad6494bcada365568aafcf7,2026-03-12T21:00:00+00:00,YES,0.805,22.459352037903408,1,5.440464158249892,TechServices,0.14314099194613417,0.7340563689545344,2026Q1
E4,0x9d960358504ccc424ed5a26b3cd0b4003eef4f0376fe0e9f64e2708acd83b456,2026-03-17T13:00:00+00:00,YES,0.755,22.459352037903408,0,-22.459352037903408,Other,0.05538079803298246,0.22604407360401005,2026Q1
E4,0xf5f54f9fd01dd6904e50b1aac8727ca80b08e8fddd62d2e258caa34d9f461ec3,2026-03-18T13:00:00+00:00,YES,0.585,22.459352037903408,0,-22.459352037903408,Staples,0.4040630115085264,0.973645810863919,2026Q1
E4,0x75d3c8452ecabc2dc2bd0acb86bb6d8fd6aedfc8a404c270e784406f566f0783,2026-03-19T13:00:00+00:00,YES,0.9095,22.459352037903408,1,2.234822825101989,TechServices,0.06601557063930485,0.729453819218838,2026Q1
E4,0x680a9592b4f88d8590a831158ea912328c7fb68c727d8087c81911b07816b262,2026-03-25T13:00:00+00:00,YES,0.73,22.459352037903408,0,-22.459352037903408,Other,0.06576048363780307,0.243557346806678,2026Q1
E4,0x04e3aa08ff437518658725bf3674b3e5106a554521d705181e750416c6f437e7,2026-03-31T21:00:00+00:00,YES,0.745,22.459352037903408,1,7.687429221027341,Consumer,0.21415725467810365,0.839832371286681,2026Q1
E4,0xebb4e5764a2ccb47c9cef80f74e4aacf464f663987ad89522ccc13b89d433448,2026-04-13T13:00:00+00:00,YES,0.915,100.0,1,9.289617486338793,Banks,0.07096411499651312,0.8348719411354488,2026Q2
E4,0xfefef6b3b9197323deba34011b611fd6ab9357ea0c383d48cd640543df968a19,2026-04-14T13:00:00+00:00,NO,0.54,100.0,0,117.3913043478261,Staples,-0.5396622603228273,0.9993745561533838,2026Q2
E4,0x91a9c860963f2abfb7bbef38737c9afb9bb921f0222947dd83ecb00dc2614976,2026-04-14T13:00:00+00:00,NO,0.91,100.0,1,-100.0,Banks,-0.4864851743950777,0.5345990927418436,2026Q2
E4,0x483bc2bec1cf8d3e5137e892fcb3a4d791a93a3c86484aac24369d224b5db059,2026-04-14T13:00:00+00:00,NO,0.89,100.0,1,-100.0,Pharma,-0.35590630577410776,0.3998947255888851,2026Q2
E4,0xec1a6445382594b45968ff196c4a8b8226443b905d717aa7eb4cb57c00292156,2026-04-22T21:00:00+00:00,YES,0.905,100.0,1,10.497237569060768,TechServices,0.08800038121091192,0.9263198022201257,2026Q2
E4,0xa6e7592ba207b357c885eb110fd170ccc79dc82f80b366f7a903aff76d140d59,2026-04-22T21:00:00+00:00,NO,0.34,100.0,1,-100.0,AutoEV,-0.14565574654327362,0.42839925453904004,2026Q2
E4,0x8df67128e0f9188b2f6604dada0a377a05996ef3f3a2bcbf5e0470ec15e47014,2026-04-23T13:00:00+00:00,NO,0.285,100.0,0,39.860139860139846,Other,-0.06407801150321246,0.22483512808144726,2026Q2
E4,0x95d97e80133a2a45b14c4a3d4c5e002d8fafe7b1ec1d3265bffbbfd91a2267d1,2026-04-23T13:00:00+00:00,YES,0.66,100.0,1,51.515151515151516,Industrials,0.12130047391667809,0.35676609975493556,2026Q2
E4,0xda55a106e5faf1d26dea0886840f09ea09322c941086c7111dc053e5ca1d5f45,2026-04-27T13:00:00+00:00,NO,0.555,100.0,0,124.71910112359554,Consumer,-0.42954762132149826,0.7739596780567536,2026Q2
E4,0x6bb11750c92f17a71d1f63c752b7b00cc74787d8b3a47305b257fcf300e0096b,2026-04-28T21:00:00+00:00,NO,0.425,100.0,1,-100.0,Consumer,-0.19870271943085116,0.46753581042553216,2026Q2
E4,0x2264cc6e300d580b3cc122788dc96a705f4bc6cd1e064f9626ade11160e9a1fe,2026-04-29T13:00:00+00:00,YES,0.77,100.0,1,29.87012987012987,Industrials,0.09570044672684797,0.4160888988123825,2026Q2
E4,0xb88b63d351137c0228585d483cc17d6469285052ff4f3c534862fae918314095,2026-04-29T21:00:00+00:00,NO,0.66,100.0,1,-100.0,AutoEV,-0.17671366576766834,0.2677479784358611,2026Q2
E4,0x60823da163c9c1dc377c0090b7e21546854f55f52549c29faf0ea432d7dbbb33,2026-04-30T13:00:00+00:00,YES,0.895,100.0,1,11.731843575418992,Pharma,0.05617008230376708,0.5349531647977818,2026Q2
E4,0x49678123f57453770d58e3917e03afa3154996e5b74b3a593709b0668dc26727,2026-04-30T13:00:00+00:00,YES,0.815,100.0,1,22.699386503067494,Pharma,0.09614471115553813,0.5197011413812871,2026Q2
E4,0xc0a568643af8ef72532e0562c199a335e997df697f9ae64b3474747dea5e9942,2026-05-01T13:00:00+00:00,NO,0.295,100.0,0,41.84397163120566,Other,-0.06026113234340136,0.20427502489288596,2026Q2
