condition_id,ticker,end_date,side,entry_price,stake,shares,outcome_beat,pnl_dollars,cumulative_pnl
0x77f5af7d2bd3570be02290745c16ed4d6953d94436d2c1292c2c1f79418cf106,C,2026-01-14 14:00:00+00:00,YES,0.455,250.0,549.4505494505495,0,-250.0,-250.0
0x1696b9be75450b5c8f219d111e48bcfa9515a21898d8cb073e10ea6688e777bb,SBUX,2026-01-28 14:00:00+00:00,YES,0.46,250.0,543.4782608695652,0,-250.0,-500.0
0x6c6a1951fc8f841356ef67415f6e79155f74d0e7d50c1ab2ad7ce149b0279c09,TSLA,2026-01-28 22:00:00+00:00,YES,0.3,250.0,833.3333333333334,1,583.3333333333334,83.33333333333337
0xb3a5f4222bf620b27e709fd9e5bbd66730ec80c77e1fe1b90d9a8960efe21480,LMT,2026-01-29 14:00:00+00:00,YES,0.3,250.0,833.3333333333334,0,-250.0,-166.66666666666663
0x0420d4ad423e8f87d86521a92111f5c209e80e65dc8d9f46534c590fc18d85db,TPG,2026-02-09 14:00:00+00:00,YES,0.15,250.0,1666.6666666666667,0,-250.0,-416.66666666666663
0x6421d99701ffeae2f07c4e7bb1f72cab75f647e5cf9112155f38b2fa9277069d,GRAB,2026-02-11 22:00:00+00:00,YES,0.42,250.0,595.2380952380953,0,-250.0,-666.6666666666666
0x90ce00c0743967e61fef9e3e5cd164e1f1ed2f181d2f6e19fb067d4a5860046c,H,2026-02-12 14:00:00+00:00,YES,0.49,250.0,510.2040816326531,1,260.2040816326531,-406.46258503401356
0x6a5dbdcf83804cdc2ecbf14cb4ffcfa9c6b1a28607c373b9e3bb83546176a279,PINS,2026-02-12 22:00:00+00:00,YES,0.395,250.0,632.9113924050632,0,-250.0,-656.4625850340135
0x5d60d7ebfca4e6088748be637f95c1582d5e07505d44ee5a67059056b9a6d477,COIN,2026-02-12 22:00:00+00:00,YES,0.345,250.0,724.6376811594204,0,-250.0,-906.4625850340135
0xda61229c89925553f0e25807dc0d808b7a12f232e1ea1147efd158a40342483c,DKNG,2026-02-12 22:00:00+00:00,YES,0.47,250.0,531.9148936170213,0,-250.0,-1156.4625850340135
0x8c1f9cd8939474ed6c2c983e31020da1b5bf5fbdfeb56a50de938c230ad53ea9,SUN,2026-02-17 14:00:00+00:00,YES,0.15,250.0,1666.6666666666667,0,-250.0,-1406.4625850340135
0xd386542c6e77e555851e1461f08f9db8565cf168fa4907bc90c95e74873932a7,WAY,2026-02-17 14:00:00+00:00,YES,0.465,250.0,537.6344086021505,0,-250.0,-1656.4625850340135
0xb880df1c5c04ef4f33725264754b200d9a813008e8ad6913403ddd047640ddbe,CZR,2026-02-17 22:00:00+00:00,YES,0.265,250.0,943.3962264150942,0,-250.0,-1906.4625850340135
0xe923673ba211c54d72ba450877492a9e39582897edb9e8bf48fd1b42db746561,DASH,2026-02-18 22:00:00+00:00,YES,0.175,250.0,1428.5714285714287,0,-250.0,-2156.4625850340135
0x51c5662970416887eade44246ebb79720703824e70f2b2808530e1cd5e1a4fe3,OPEN,2026-02-19 22:00:00+00:00,YES,0.35,250.0,714.2857142857143,0,-250.0,-2406.4625850340135
0x17dce37ec2ca13843e676a8f70bd4e3c575a42831811f16088b45f5999d8bb4f,TXRH,2026-02-19 22:00:00+00:00,YES,0.5,250.0,500.0,0,-250.0,-2656.4625850340135
0x92ad9cce642cd896dc1743ec4f17817d1ff53614acf0c23b39d044213e9375a5,DPZ,2026-02-23 14:00:00+00:00,YES,0.425,250.0,588.2352941176471,0,-250.0,-2906.4625850340135
0xc0cdea6ec66d0bee106cceb754a305f6ca7cfe7cd6ea380e6c778a20c688438c,HIMS,2026-02-23 22:00:00+00:00,YES,0.14,250.0,1785.7142857142856,1,1535.7142857142856,-1370.748299319728
0xa6ed0d4fa8c95c1fdb3afe2abe0409c468fb64595c81cadb9964345003158938,CSGP,2026-02-24 22:00:00+00:00,YES,0.445,250.0,561.7977528089888,1,311.7977528089888,-1058.950546510739
0x04ca365d92e7d3051c6ef85fad9e76394bf973409c9fb7406e6dbf458f1f4429,NVTS,2026-02-24 22:00:00+00:00,YES,0.435,250.0,574.7126436781609,0,-250.0,-1308.950546510739
0x5763116d3bd606ee039eef922107b5a103927c77c14bac3251691cd2a91f6fe8,HPQ,2026-02-24 22:00:00+00:00,YES,0.43,250.0,581.3953488372093,1,331.3953488372093,-977.5551976735297
0xc20b280e0a72dcf4260c7a8f3e12b44516c9996da79129c4790bd37d55ca5364,IEP,2026-02-25 14:00:00+00:00,YES,0.34,250.0,735.2941176470588,0,-250.0,-1227.5551976735296
0x0521b0b0d78cbcd8fdc0d85c7ee7124f509e03c971ac62d1f19336cf5d8cf695,PSKY,2026-02-25 22:00:00+00:00,YES,0.285,250.0,877.1929824561404,0,-250.0,-1477.5551976735296
0xfeac04beeb67ec4844d38d5cc2875a81208f26347d7d281472081eff4fccb38e,TKO,2026-02-25 22:00:00+00:00,YES,0.245,250.0,1020.4081632653061,0,-250.0,-1727.5551976735296
0x260bf48a49c69fbb8d79de5149c5a3dbbf3efa6460c09ea26bc13f81ff9f5f5e,WRBY,2026-02-26 14:00:00+00:00,YES,0.345,250.0,724.6376811594204,0,-250.0,-1977.5551976735296
0x23a47535f6040c369a9902a7ebb54dfa43ded65d7cfa75e360a9c888c7f057d2,TDAY,2026-02-26 14:00:00+00:00,YES,0.38,250.0,657.8947368421052,0,-250.0,-2227.5551976735296
0x8bef426c53d21ea3427ae154156a7c26e4fbbe46171f539f90ec4a2fe0bc2e89,HGV,2026-02-26 14:00:00+00:00,YES,0.395,250.0,632.9113924050632,0,-250.0,-2477.5551976735296
0x65c68d4f327e216850570e8679ed63804afa1c0761a6fb79174d039fdb065c00,DNUT,2026-02-26 14:00:00+00:00,YES,0.345,250.0,724.6376811594204,1,474.63768115942037,-2002.9175165141091
0x25afa79a84eb8b7a89cb8ac46df47b1cc232d4b7a185e315dded78173a5b209b,EB,2026-02-26 22:00:00+00:00,YES,0.3,250.0,833.3333333333334,0,-250.0,-2252.917516514109
0x5e01e65c8b1131afd5c0bc6515e9a2b9ad0d3a28a628dfcc8f16c373b21df907,SG,2026-02-26 22:00:00+00:00,YES,0.485,250.0,515.4639175257732,0,-250.0,-2502.917516514109
0x73d0bd1bcc5307042d2b6e1a416f0f19914b3aabf1d7f4f7e389b2ad89f56376,AZO,2026-03-03 14:00:00+00:00,YES,0.455,250.0,549.4505494505495,1,299.4505494505495,-2203.4669670635594
0xbc0b897a00e93e3c1718638d6302e6594b87f2b6890ba4556da537a53adbe2d6,STUB,2026-03-04 22:00:00+00:00,YES,0.315,250.0,793.6507936507936,0,-250.0,-2453.4669670635594
0xf30336690af57f64f7e87478c386a8006965f85e38bbb4af104b764150338b22,GPRO,2026-03-05 22:00:00+00:00,YES,0.275,250.0,909.090909090909,0,-250.0,-2703.4669670635594
0x59582fcacf2fc1a3ed5f3b8270a515502dccb5c78ac15495c0e964b1fdab9112,MTN,2026-03-09 22:00:00+00:00,YES,0.375,250.0,666.6666666666666,0,-250.0,-2953.4669670635594
0x29dd5b95164fc53fcc43b734f93b9c2920ddfbf217cd725c68bc15c2d2377b1f,BZFD,2026-03-12 21:00:00+00:00,YES,0.165,250.0,1515.151515151515,0,-250.0,-3203.4669670635594
0x9b1f9979bdf9169c48b3fefd4c2bf5d7db13712821fd4757052ba5c99f16ce6d,GETY,2026-03-16 21:00:00+00:00,YES,0.47,250.0,531.9148936170213,0,-250.0,-3453.4669670635594
0x77f64d937ba842861dc6a9dbaaafc8c85dfda68fc01f1c76d3160b4caaf6fa67,PLAY,2026-03-31 21:00:00+00:00,YES,0.215,250.0,1162.7906976744187,0,-250.0,-3703.4669670635594
0x649a227fa8b8886bb043d3711e078f7ace9d5c2ff69b979b1f563ceff3512a9a,RH,2026-04-01 21:00:00+00:00,YES,0.315,250.0,793.6507936507936,0,-250.0,-3953.4669670635594
0xcf5eed900375db73fd3f389260038db1cb87321b5212dac06320ecbfe6cfe3d0,TSCO,2026-04-21 13:00:00+00:00,YES,0.335,250.0,746.2686567164179,0,-250.0,-4203.466967063559
0xf4c8d9da54bf17b02c7d7403df02fd769582578fd32b91b7784901bcb708d389,BFC,2026-04-21 21:00:00+00:00,YES,0.475,250.0,526.3157894736843,0,-250.0,-4453.466967063559
0xd3a228bcbad8cd4e3439a8a2d88d85cbf6d511febc1760f21af875831922f01d,BA,2026-04-22 13:00:00+00:00,YES,0.345,250.0,724.6376811594204,1,474.63768115942037,-3978.829285904139
0xa6e7592ba207b357c885eb110fd170ccc79dc82f80b366f7a903aff76d140d59,TSLA,2026-04-22 21:00:00+00:00,YES,0.34,250.0,735.2941176470588,1,485.2941176470588,-3493.53516825708
0x86235e04623616ad07de322b3bf921bf52831567c9fa1a3d75092a98b02d11d9,STBA,2026-04-23 13:00:00+00:00,YES,0.5,250.0,500.0,1,250.0,-3243.53516825708
0x8df67128e0f9188b2f6604dada0a377a05996ef3f3a2bcbf5e0470ec15e47014,BX,2026-04-23 13:00:00+00:00,YES,0.285,250.0,877.1929824561404,0,-250.0,-3493.53516825708
0x8e08c881f8bd30a3e4f8352baa83751e478f7d42884572a636d1031e1e929a70,DOW,2026-04-23 13:00:00+00:00,YES,0.495,250.0,505.0505050505051,1,255.05050505050508,-3238.4846632065746
0x6a2614893c2b31c4aff00fc6e3fdc1508b88c3c8d48e2e8fd3ae8d940697018e,INFY,2026-04-23 13:00:00+00:00,YES,0.5,250.0,500.0,1,250.0,-2988.4846632065746
0xde611c9c5362d620de9857cc119781f577a860851f022973b17c456fda6e1ba4,SSNC,2026-04-23 21:00:00+00:00,YES,0.495,250.0,505.0505050505051,1,255.05050505050508,-2733.4341581560693
0xebb9a98e06abca49f05f4d77f5b9ef8f0adba7b051be789409caa8d6d0cb8ea1,ARCC,2026-04-28 13:00:00+00:00,YES,0.335,250.0,746.2686567164179,0,-250.0,-2983.4341581560693
0x6bb11750c92f17a71d1f63c752b7b00cc74787d8b3a47305b257fcf300e0096b,SBUX,2026-04-28 21:00:00+00:00,YES,0.425,250.0,588.2352941176471,1,338.2352941176471,-2645.1988640384225
0x512838d608fbb1cb1d3814857b888671ace9ae3775760f512a91bc3f72d1b1a9,CZR,2026-04-28 21:00:00+00:00,YES,0.235,250.0,1063.8297872340427,0,-250.0,-2895.1988640384225
0xa2dc0ae9b6c47b2f474436990e3f42e550246ecc1a61f71ff17723ebaf8f1073,PAG,2026-04-29 13:00:00+00:00,YES,0.455,250.0,549.4505494505495,1,299.4505494505495,-2595.748314587873
0x00a7577d0b55fbbfc5b46d4906c24e205f64ce6e32e3dec1f6a3cdad487ba5f2,TDOC,2026-04-29 21:00:00+00:00,YES,0.42,250.0,595.2380952380953,0,-250.0,-2845.748314587873
0xd3d4080315114bd1edd3e96415f9a9e31fef066116a483331bda6f150d48e850,AFL,2026-04-29 21:00:00+00:00,YES,0.45,250.0,555.5555555555555,0,-250.0,-3095.748314587873
0xf6daf876725740bec404f38bb3418b97ab7f86a2213dcb0ceaf0e97c810259cd,ORLY,2026-04-29 21:00:00+00:00,YES,0.285,250.0,877.1929824561404,1,627.1929824561404,-2468.555332131733
0x6e01a6250cfc1ecb27a3a30418ecc0a8131f91c9f1398853f35a9d475a28cc88,HGV,2026-04-30 13:00:00+00:00,YES,0.3,250.0,833.3333333333334,1,583.3333333333334,-1885.2219987983995
0xc0a568643af8ef72532e0562c199a335e997df697f9ae64b3474747dea5e9942,MRNA,2026-05-01 13:00:00+00:00,YES,0.295,250.0,847.4576271186442,0,-250.0,-2135.2219987983995
0x4090952496871e17fc6a3602cee1ebf8c9ff3b5afd7d63e2538ef896e750aca7,PSKY,2026-05-04 21:00:00+00:00,YES,0.255,250.0,980.3921568627451,1,730.3921568627451,-1404.8298419356543
0x7fdf2ade3ef67874f1e2bc222437c6cd565491671fe0709e6b4f5dfc605e820e,PINS,2026-05-04 21:00:00+00:00,YES,0.49,250.0,510.2040816326531,1,260.2040816326531,-1144.6257603030012
0x8195f1681e0eade18cf79431f0b5b5f004d3a6b927a66d852c0ca2361e0188a2,SUN,2026-05-05 13:00:00+00:00,YES,0.215,250.0,1162.7906976744187,1,912.7906976744187,-231.8350626285826
0xe93a06dbe65c443e9da13a60b58d2251fcdb62a56d6a84db4bd8d2265f8a31df,NVTS,2026-05-05 21:00:00+00:00,YES,0.355,250.0,704.2253521126761,1,454.2253521126761,222.3902894840935
0x289c19974c3b3d5ff8e6bf03549f4c5018c1329e54ca000be463d553dda38b98,MSTR,2026-05-05 21:00:00+00:00,YES,0.0635,250.0,3937.007874015748,0,-250.0,-27.6097105159065
0xf45ddbb98b2f8751a7475b88c1ede53090f303b556badb6647c73060e56e353f,UBER,2026-05-06 13:00:00+00:00,YES,0.105,250.0,2380.952380952381,0,-250.0,-277.6097105159065
