condition_id,category,liquidity_tier,strategy,side,entry_price,stake,fee,outcome_yes_won,pnl
0xaedadf4772051419ed3cd9a787a1989ac6f2ab260ce76283dcfc8a3419177683,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x55a6b420ae53bc6d7739e8a33c3984ba1d21538d31fe3459a381e366b850530c,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x6fbd4837e709e999c3f82eb22fa68fc08c424fdb41059aa0cdf3405d06773a0d,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x959629b6a311f82d1d6bef6dfe4cdb08c303fec9e0ce4c1372c63113c2aea76c,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x01baad69976decb8226da9fbd5d3984f3a2aeb11a391f0345b4c675daaada837,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x3ba0d281712a7df3cabf1d641af2f269b4f5a4932887e635793d6fcd4a09aac0,geopolitics,<5K,S1,YES,0.0035,50.0,1.0,0,-51.0
0x960d6a09b40f33bb753bd042a1c7db1a349fcc5c3ca0cec81a18c3a732a493a1,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x9fdc84c2ec9402997b5bb5d0b977de745768b629600625c376f007825640bb67,geopolitics,<5K,S1,YES,0.0035,50.0,1.0,0,-51.0
0xdc8e885b8d8a00cbfa2ca9ee1d436dabf9210dca021a56163fa43231f6f9047c,geopolitics,<5K,S1,YES,0.025,50.0,1.0,0,-51.0
0x482770539bf90c1ce461ad13c2424a0f807fcc28c28cc67faf6cbb507aae2caa,geopolitics,<5K,S1,YES,0.0025,50.0,1.0,0,-51.0
0xebfb0486c055d27950a481ae92fe58888fd1d3432ab7869e7362048eeb432d01,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x9f5abf425562ab4c0308c2b799294eb630e5ffcad090123b8c5a2a8076608f02,geopolitics,<5K,S1,YES,0.045,50.0,1.0,0,-51.0
0xf4b99bb441359f1dff8f544f53e63bc1850ea4c6ed27bd52d15667859c9d9932,geopolitics,<5K,S1,YES,0.0135,50.0,1.0,0,-51.0
0xecea9731a89eb63695399025d5d3a8d367f4617c945587115733796c6876d520,geopolitics,<5K,S1,YES,0.087,50.0,1.0,0,-51.0
0x5bf2a9800247508b9605272056bfeef40b4e5eb9f49ffe481a9b8a6eb00b1dc7,geopolitics,<5K,S1,YES,0.0055,50.0,1.0,0,-51.0
0x3424b6158c22be5a65e2a3bf6b678e1a2f46196261f79e05fc3dbf465c573a80,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0xc5153775b1693ef577a567cade666e1cae41327a48b3ba3d7748078d8181ca1e,geopolitics,<5K,S1,YES,0.0345,50.0,1.0,0,-51.0
0xea06822828e9c9e4273d8c4941c9b3e4fec6dfe594c6908c91ba38c338765bcd,geopolitics,<5K,S1,YES,0.02,50.0,1.0,0,-51.0
0x6be6c8aa318e5061d661b7569f5eef1b0e7e475a101498e9cfc9a69c36a82c9d,geopolitics,<5K,S1,NO,0.967,50.0,1.0,1,-51.0
0x18af6c77626be130410fa28fd8b4535b72d40e0e970c25da822329cdb6a73959,geopolitics,<5K,S1,YES,0.0075,50.0,1.0,0,-51.0
0x47789995e883b89bf00bb1646bc7eca8bed257b7aa7218d18f5f8ff74bc66d7b,geopolitics,<5K,S1,YES,0.021,50.0,1.0,0,-51.0
0x6a9af49e4d04d69c1d8be844267ddc798af37aec44c1ad06d09c16fb19c0846e,geopolitics,<5K,S1,YES,0.0085,50.0,1.0,0,-51.0
0xbb8466d31cf6be58c5664c0eab55ad29946eecee7408791ac5c0cbb9df9e3993,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0xbf5952e2f44f1251863da558fb625484230648a9709807eeb39fb08670a87e01,geopolitics,<5K,S1,YES,0.003,50.0,1.0,0,-51.0
0x8447c9bc496834cc756de1e49652abd73481347209ff29991d3b81a3d976e8bc,geopolitics,<5K,S1,YES,0.0395,50.0,1.0,0,-51.0
0x3faa0b1404c38363b50690273c9949074510c6311853114c2271b3cd5ad8692a,geopolitics,<5K,S1,YES,0.02,50.0,1.0,0,-51.0
0x88c4aba5a59b33313d41e9fe4f06d0005199bcb12b421083a9806e16a3e30d49,geopolitics,<5K,S1,NO,0.9995,50.0,1.0,1,-51.0
0xcb0ec1a3c312524cca8015c0843aa1f97d0f6375be4a967e0882303b68e8d8ee,geopolitics,<5K,S1,NO,0.9505,50.0,1.0,1,-51.0
0x9a983bfceb49a764b5ac7e6dc7bac62281642d78abe8b90cfe58ab1292dad6cf,geopolitics,<5K,S1,YES,0.095,50.0,1.0,0,-51.0
0xcc9c1e331f1a11433ef7944421339e45c1871eb0b3204afa4588d00892c56ff4,geopolitics,<5K,S1,YES,0.04,50.0,1.0,1,1199.0
0xa17f9ca943405227c65e4f6b881d01557b4cd4835229e0c07190439c0b8b617c,geopolitics,<5K,S1,NO,0.977,50.0,1.0,1,-51.0
0xdc2132b6675c25777c9b93c5bd6b8c1c856fce18cb5b80fb0fa7cb8b0e72e322,geopolitics,<5K,S1,NO,0.9945,50.0,1.0,1,-51.0
0xf87bd9aaeb1d05bd460bf540f6cdaeb9b7e04400bcf6b2168fd8a17bbb65b0d3,geopolitics,<5K,S1,YES,0.105,50.0,1.0,0,-51.0
0x1ca1950d0483c9c33796bc9114a2364525c5b638a48004383ddf2926626109c7,geopolitics,<5K,S1,YES,0.019,50.0,1.0,0,-51.0
0xd1d8fa26ef7ad91590dd77ff463f1b5577dab3bbcef61d2697f797491f553f3a,geopolitics,<5K,S1,YES,0.0065,50.0,1.0,0,-51.0
0xda660a5eb2784ff0532094a5f7a43ab6b102206ca4e03d9814f9e5d5bfad5656,geopolitics,<5K,S1,NO,0.865,50.0,1.0,1,-51.0
0xd507350c6dbbc2473d016d58a2ea36b57ecb6a12100736749d3c7739c88f2839,geopolitics,<5K,S1,YES,0.0265,50.0,1.0,0,-51.0
0x2d88926d45bec2e089ed072b14afbf137cb2085cfc50d598a343b43a2756c26e,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0xc653271dd2430252e32987b23d083cbf125b02ffa8fde56cc84051477e429856,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x2957a612a6bba277168f7b52d3ea7d2c44628bc130d841063f6cc1b158c4375e,geopolitics,<5K,S1,YES,0.07,50.0,1.0,0,-51.0
0xcb85aab42249e733ecffed7618b419df1be5da1874ce7ffe35dac66d8a9a65bc,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x67a776c285676937265be323be8de1021dc3f44bbb0ded250d7e579b8411bbb3,geopolitics,<5K,S1,YES,0.001,50.0,1.0,0,-51.0
0xbd4ca4d153696bb74db5493b27138eb1514ef16744befe4eff552168d5426c36,geopolitics,<5K,S1,YES,0.0015,50.0,1.0,0,-51.0
0x9a055ff77bd43b6fa1f097a86a9e87f5b5bc6aeaec3326d943b01c8eb7aea7d1,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0xabf5cc61e402873d84f619357c7b4673994b302f81d0cd4adff234f9efa5e37a,geopolitics,<5K,S1,NO,0.9555,50.0,1.0,1,-51.0
0xf02a0f12219339e7cb16489465c926bbedc5767345aafc3679683141c6cc7c41,geopolitics,<5K,S1,YES,0.028,50.0,1.0,0,-51.0
0x2f99c403526da9553c4ac68218acbff90b1d63af271f0945996ce4a8efa1dcd7,geopolitics,<5K,S1,YES,0.13,50.0,1.0,0,-51.0
0x574571e4e87444e0078b7b991a43eef929be16365e607a7d9a950b6df8f02752,geopolitics,<5K,S1,YES,0.035,50.0,1.0,0,-51.0
0x72fee40790a2efa4a9a0fdf2be80d5aa47b62467ab69f10456a5ffe6b9afe9ec,geopolitics,<5K,S1,YES,0.031,50.0,1.0,0,-51.0
0xbcbaf0cda0371263542ae37e012a021f0f3a1ec85a4e674f95cdfeb18fa39d0c,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0xa36f7e7b009f1275389f8ba46852ef83b8a412705a2c45c3098a40a18460bbd8,geopolitics,<5K,S1,YES,0.025,50.0,1.0,0,-51.0
0x89c30df2073bc62ae8e0128aa3bbd6642ac1a91f8fec7c97f3eb11f04898e3e7,geopolitics,<5K,S1,YES,0.0015,50.0,1.0,0,-51.0
0xc69075e9555b2da95ac78ccea9431b89549c30181cfde6520571ff5c3d52e6f1,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x7c08d2e1c19790f9376776ccbf3113340fb09f549f7f288e19af68a3a5e7eaa4,geopolitics,<5K,S1,YES,0.0185,50.0,1.0,0,-51.0
0xa3c415670913335266c2f895ece9c9c8c4924bea9b626ad364b4f9093ec4b218,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x2d8eafed91122236a8696e51ae582f5c04c1281fe8c6a8c36dbb9cf8b2e96f02,geopolitics,<5K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x682140227736f5237b11edceb93cbd4e70ae967c16fc4bd597db938cfef7e0a8,geopolitics,<5K,S1,YES,0.009,50.0,1.0,0,-51.0
0xd513780a1859f1a5bd88054b3c98b7454557b4292bc07c52a008aa07dd87ab30,geopolitics,<5K,S2,YES,0.625,50.0,1.0,1,29.0
0x13de42d032bf66c9cbb5b7e00687c665fa253605228230a05de26cfed818c2c4,geopolitics,<5K,S2,NO,0.52,50.0,1.0,1,-51.0
0xd2ae4a02d708c97bc6f3a0dc7180918bd346f105a25f3b1362e4c94d05ebd190,geopolitics,<5K,S2,NO,0.38,50.0,1.0,0,29.645161290322577
0xd304e9e13e6b0bf28faf314d5c92f119bacd7c4076b8567d93a03a6bd445280e,geopolitics,<5K,S2,NO,0.585,50.0,1.0,0,69.48192771084337
0xdd603911e52e7276589c87ab3cbf34f30b685a2f450e8bd3b4ab4c9e07a0be5b,geopolitics,<5K,S2,YES,0.11,50.0,1.0,0,-51.0
0x166ab6a5f3e348dc7b6d732b0848f373b042aff0290a5d7754f7628db6e4dc0f,geopolitics,<5K,S2,YES,0.325,50.0,1.0,0,-51.0
0x0e72ce28c3f56e4ef9b3770e03f0d2cf08c5db1eeeb8d1c0a0d9b1d3865c500b,geopolitics,<5K,S2,YES,0.34,50.0,1.0,0,-51.0
0x4af1e46936a9f721b5f3729e332062ab9c8aa2b3f739574539d31c32a847c85b,geopolitics,<5K,S2,NO,0.1835,50.0,1.0,0,10.2369871402327
0x2e6e835cc8f97093656d73592d322dfc3332f1d43dc39ff2c6ce6a1ca53d696e,geopolitics,<5K,S2,NO,0.995,50.0,1.0,1,-51.0
0x4e3337fb44d6c7a5b56f38a647cc288a8eee242e97870213a0e902ac4cca9d00,geopolitics,<5K,S2,YES,0.027,50.0,1.0,0,-51.0
0x786f607c0608743fd2a66530c4df1bc340be493f4b2c1068fa5f84a3029196aa,geopolitics,<5K,S2,YES,0.245,50.0,1.0,0,-51.0
0xdc8e885b8d8a00cbfa2ca9ee1d436dabf9210dca021a56163fa43231f6f9047c,geopolitics,<5K,S2,YES,0.025,50.0,1.0,0,-51.0
0xf7fbf61a0c895d7466ef299db9436ccff6af59cea208ec3bfdfb01b4d52b1705,geopolitics,<5K,S2,NO,0.62,50.0,1.0,0,80.57894736842104
0xf4b99bb441359f1dff8f544f53e63bc1850ea4c6ed27bd52d15667859c9d9932,geopolitics,<5K,S2,YES,0.0135,50.0,1.0,0,-51.0
0xccb5d0ddc702fdf00e9f3dff8a72eb370cbf86a6b0849aa3544ab23d0af4c17c,geopolitics,<5K,S2,NO,0.545,50.0,1.0,0,58.8901098901099
0xf74a25ca00930e1b6bf444fcff9ded49cd7765d6e198a9af9c036688edb5a4ed,geopolitics,<5K,S2,NO,0.62,50.0,1.0,1,-51.0
0x5d36de3368b7d6b218038429039c3375c2c5524e1b9559bb883d341bb3aba6ed,geopolitics,<5K,S2,YES,0.175,50.0,1.0,0,-51.0
0xa706623e258521235d3874904d77b4dd4d55a9b092c59eb5c5ed4759882f657c,geopolitics,<5K,S2,YES,0.405,50.0,1.0,0,-51.0
0x8447c9bc496834cc756de1e49652abd73481347209ff29991d3b81a3d976e8bc,geopolitics,<5K,S2,YES,0.0395,50.0,1.0,0,-51.0
0x8b37b96c32b8b51e02dda4d63ae5f93b3172205766ff40778faf17df4e6b0265,geopolitics,<5K,S2,YES,0.32,50.0,1.0,0,-51.0
0xe65c106aa601e254aaa51c2897d1d99be0d0f753f642422656e6aa1db940f6ac,geopolitics,<5K,S2,NO,0.5,50.0,1.0,0,49.0
0x726314a1fcc05d68fed64866bc404d3b9f0be759b1094a1437cb9a2f7a5ecf6c,geopolitics,<5K,S3,YES,0.065,50.0,1.0,0,-51.0
0xd513780a1859f1a5bd88054b3c98b7454557b4292bc07c52a008aa07dd87ab30,geopolitics,<5K,S3,NO,0.625,50.0,1.0,1,-51.0
0x08a042be3a6c0324f4c5f75573cf9497b43c50a5e66f66286e21f0b0da555bd6,geopolitics,<5K,S3,YES,0.205,50.0,1.0,0,-51.0
0xd314c3116f5dcdd029f915cf2f420061b37989f7f3f49ca4ab00bb217af4515d,geopolitics,<5K,S3,YES,0.07,50.0,1.0,0,-51.0
0x23386629b6b0a5d2f8df8424b71162c73120efc01e0cd0984d2c03d254b22d72,geopolitics,<5K,S3,YES,0.0915,50.0,1.0,0,-51.0
0xb20081a082c4d15cb478c250c86c99064075ffac321b2e04a0860bac7b048b33,geopolitics,<5K,S3,YES,0.07,50.0,1.0,0,-51.0
0xcc1635ab47d7b8edbc0ec7877bfa8f94d511b5d239419367fb01ff6e3c0a05d4,geopolitics,<5K,S3,YES,0.435,50.0,1.0,1,63.94252873563218
0x9a983bfceb49a764b5ac7e6dc7bac62281642d78abe8b90cfe58ab1292dad6cf,geopolitics,<5K,S3,YES,0.095,50.0,1.0,0,-51.0
0x677740d692753fcb0f1227e99e564afebd643e9ff09ca32f73aeb1ae335cdb0f,geopolitics,<5K,S3,YES,0.42,50.0,1.0,0,-51.0
0x98373b521fb96a8ac01b352d38b3095c21c8d30eadac1fe3a7e69f6c77eb2c66,geopolitics,<5K,S4,NO,0.013,50.0,1.0,0,-0.341438703140831
0x3c870b5c93e1aa670cc421019a8317af0dff7ed2bc13576b3186a4b52f589b18,geopolitics,<5K,S4,NO,0.125,50.0,1.0,0,6.142857142857146
0xe351d100b5d0d183d740a185e7eb33b704fe76a644fb42c436f17d0f5c6ea4c1,geopolitics,<5K,S4,NO,0.0005,50.0,1.0,0,-0.9749874937468732
0xcd6b8c35e1e11e19967784b0aa6811fc20a81639201203122de2c063fa9bb646,geopolitics,<5K,S4,NO,0.085,50.0,1.0,0,3.644808743169399
0x68e11d8da6fbbfd7853effb7f5e3928de5fcdc255f520602bdfd5961347ff277,geopolitics,<5K,S4,NO,0.0035,50.0,1.0,0,-0.8243853487205257
0x21c4ed93cba2c4e9ece886879875fa1f9e87ea5f27f706589a1e304d22f10747,geopolitics,<5K,S4,NO,0.0095,50.0,1.0,0,-0.5204442200908659
0xbdaf24dc4de4c82c57e6d95fa3a52b67404d9e0ce85df59eb253b8d5fc83c109,geopolitics,<5K,S4,NO,0.003,50.0,1.0,0,-0.8495486459378156
0x3a7160fe898d4771ebcab763f7a6447b5341619de45a1b866d7aaba9524046b6,geopolitics,<5K,S4,NO,0.0145,50.0,1.0,0,-0.2643328259766662
0x555b6636484ff3f6cf8f1e139ac492b4e8751477740a387a32d24b6265e61893,geopolitics,<5K,S4,NO,0.0045,50.0,1.0,0,-0.7739829231541933
0xf86b5d640c385a42a621554ed9c766647c494917532a9f91d09241a440c5ed89,geopolitics,<5K,S4,NO,0.002,50.0,1.0,0,-0.8997995991983956
0xbfd817dba69663fb4ddab7f8eef795c0aaf58f955c4a9598997454fd078f213e,geopolitics,<5K,S4,NO,0.0015,50.0,1.0,0,-0.9248873309964978
0x5b2da90bfa4e369ae96f42a2ab96f8cafe8ed95b41b9fb03b4149a99dea34d34,geopolitics,<5K,S4,NO,0.125,50.0,1.0,0,6.142857142857146
0xad7141bbf5412101b40b30c01ece77146390e73f72efbb6abc1e1dc963594515,geopolitics,<5K,S4,NO,0.001,50.0,1.0,0,-0.9499499499499464
0x21baf6d500df8012399972c6229ac577af80ca39c67315dfce62b90968de9010,geopolitics,<5K,S4,NO,0.095,50.0,1.0,0,4.248618784530386
0x54e3d64b727472e976d84f9f565d393814f83e8a168ca976fcdf739a1fbe5f8f,geopolitics,<5K,S4,NO,0.045,50.0,1.0,0,1.356020942408378
0xb5dd9533834c4f552754f7f8a1df775d8b1ce38661b9a03061c1da7bbf139aa3,geopolitics,<5K,S4,NO,0.0685,50.0,1.0,0,2.6768652710681664
0x9b0bbdedf52788114787e3a00d6f982eb18c8136485e7abde7ec311f0ccd0f72,geopolitics,<5K,S4,NO,0.005,50.0,1.0,0,-0.7487437185929622
0xe0a6f7188e0ad397075975f673bf8e13685165a0c3fc7b2cbd60d90c040b692e,geopolitics,<5K,S4,NO,0.0015,50.0,1.0,0,-0.9248873309964978
0xbcaa021ed4f29709e42964b8ddc6e0dee4e7f1b6b935486abca8edc09824e875,geopolitics,<5K,S4,NO,0.0025,50.0,1.0,0,-0.8746867167919845
0x4e3337fb44d6c7a5b56f38a647cc288a8eee242e97870213a0e902ac4cca9d00,geopolitics,<5K,S4,NO,0.027,50.0,1.0,0,0.38746145940390875
0xaedadf4772051419ed3cd9a787a1989ac6f2ab260ce76283dcfc8a3419177683,geopolitics,<5K,S4,NO,0.0005,50.0,1.0,0,-0.9749874937468732
0x55a6b420ae53bc6d7739e8a33c3984ba1d21538d31fe3459a381e366b850530c,geopolitics,<5K,S4,NO,0.0005,50.0,1.0,0,-0.9749874937468732
0x6fbd4837e709e999c3f82eb22fa68fc08c424fdb41059aa0cdf3405d06773a0d,geopolitics,<5K,S4,NO,0.0005,50.0,1.0,0,-0.9749874937468732
0x959629b6a311f82d1d6bef6dfe4cdb08c303fec9e0ce4c1372c63113c2aea76c,geopolitics,<5K,S4,NO,0.0005,50.0,1.0,0,-0.9749874937468732
0x01baad69976decb8226da9fbd5d3984f3a2aeb11a391f0345b4c675daaada837,geopolitics,<5K,S4,NO,0.0005,50.0,1.0,0,-0.9749874937468732
0x3ba0d281712a7df3cabf1d641af2f269b4f5a4932887e635793d6fcd4a09aac0,geopolitics,<5K,S4,NO,0.0035,50.0,1.0,0,-0.8243853487205257
0x960d6a09b40f33bb753bd042a1c7db1a349fcc5c3ca0cec81a18c3a732a493a1,geopolitics,<5K,S4,NO,0.0005,50.0,1.0,0,-0.9749874937468732
0x9fdc84c2ec9402997b5bb5d0b977de745768b629600625c376f007825640bb67,geopolitics,<5K,S4,NO,0.0035,50.0,1.0,0,-0.8243853487205257
0xdc8e885b8d8a00cbfa2ca9ee1d436dabf9210dca021a56163fa43231f6f9047c,geopolitics,<5K,S4,NO,0.025,50.0,1.0,0,0.2820512820512846
0xf4b99bb441359f1dff8f544f53e63bc1850ea4c6ed27bd52d15667859c9d9932,geopolitics,<5K,S4,NO,0.0135,50.0,1.0,0,-0.31576279776989935
0x18af6c77626be130410fa28fd8b4535b72d40e0e970c25da822329cdb6a73959,geopolitics,<5K,S4,NO,0.0075,50.0,1.0,0,-0.6221662468513856
0x47789995e883b89bf00bb1646bc7eca8bed257b7aa7218d18f5f8ff74bc66d7b,geopolitics,<5K,S4,NO,0.021,50.0,1.0,0,0.0725229826353413
0xbb8466d31cf6be58c5664c0eab55ad29946eecee7408791ac5c0cbb9df9e3993,geopolitics,<5K,S4,NO,0.0005,50.0,1.0,0,-0.9749874937468732
0x3faa0b1404c38363b50690273c9949074510c6311853114c2271b3cd5ad8692a,geopolitics,<5K,S4,NO,0.02,50.0,1.0,0,0.020408163265308588
0xd1d8fa26ef7ad91590dd77ff463f1b5577dab3bbcef61d2697f797491f553f3a,geopolitics,<5K,S4,NO,0.0065,50.0,1.0,0,-0.6728736789129357
0xbd4ca4d153696bb74db5493b27138eb1514ef16744befe4eff552168d5426c36,geopolitics,<5K,S4,NO,0.0015,50.0,1.0,0,-0.9248873309964978
0x2f99c403526da9553c4ac68218acbff90b1d63af271f0945996ce4a8efa1dcd7,geopolitics,<5K,S4,NO,0.13,50.0,1.0,0,6.47126436781609
0x72fee40790a2efa4a9a0fdf2be80d5aa47b62467ab69f10456a5ffe6b9afe9ec,geopolitics,<5K,S4,NO,0.031,50.0,1.0,0,0.5995872033023772
0xc69075e9555b2da95ac78ccea9431b89549c30181cfde6520571ff5c3d52e6f1,geopolitics,<5K,S4,NO,0.0005,50.0,1.0,0,-0.9749874937468732
0x2d8eafed91122236a8696e51ae582f5c04c1281fe8c6a8c36dbb9cf8b2e96f02,geopolitics,<5K,S4,NO,0.0005,50.0,1.0,0,-0.9749874937468732
0x682140227736f5237b11edceb93cbd4e70ae967c16fc4bd597db938cfef7e0a8,geopolitics,<5K,S4,NO,0.009,50.0,1.0,0,-0.545913218970739
0x7176ea2c885ca312ef235ee387aa1268c93b2665174b8eb84e23cc2fb2405157,geopolitics,5-15K,S1,YES,0.0035,50.0,1.0,0,-51.0
0xaf41f7fb45897a56dc0ac8b5df42f1dcd8f99cf5bad80a5de888e4cf99307d40,geopolitics,5-15K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x404597aa5f4e7f994206a48394963495f8a4d6a6854ac85ea9acaf1bcbccc297,geopolitics,5-15K,S1,YES,0.005,50.0,1.0,0,-51.0
0xf9c7971bcfc0de56bc9b09572e6919fd58a8987c555d6de259e76373f4ee6f1a,geopolitics,5-15K,S1,YES,0.0095,50.0,1.0,0,-51.0
0x1fc53f59947710cb613cd48d2c68f753100b02733cfee816d0194f8b47ee7817,geopolitics,5-15K,S1,YES,0.025,50.0,1.0,0,-51.0
0x62448ffe33386d8b36a2f6f640eaf06a65af6e51d356828bb08d7596effef03b,geopolitics,5-15K,S1,YES,0.04,50.0,1.0,0,-51.0
0x624894c23b387e4bf886f1db7947afafd2f8bd963e3cdb69b8366f206878392a,geopolitics,5-15K,S1,YES,0.0015,50.0,1.0,0,-51.0
0xa326973ab56abd02f43b4ce2a0532e03daff5a4f56085bbd5b0f029efbdd8dc5,geopolitics,5-15K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x3d08c5e0b1017c1c25c3ba4ea169c16bd1c8ca2e965fdc820e506f9cfb2c4932,geopolitics,5-15K,S1,YES,0.0185,50.0,1.0,0,-51.0
0x0e01611dacdfeb89e9e02d4e74e5094e25b6334cc0c5842e84905e1b2704be13,geopolitics,5-15K,S1,YES,0.005,50.0,1.0,0,-51.0
0x516926e359f14dd1e7b5d2c54948253a521597169819bd896e80e11223862e04,geopolitics,5-15K,S1,YES,0.003,50.0,1.0,0,-51.0
0xbe2b2808fd555bc847b54dd65116539f79d1639d27a17da5626cbd31e2835683,geopolitics,5-15K,S1,YES,0.0035,50.0,1.0,0,-51.0
0xc61529c5988583ee3a6f753bd15db17b81ba19548a607e00f5238d48eb38a10b,geopolitics,5-15K,S1,YES,0.0205,50.0,1.0,0,-51.0
0x15e0b146150e82b933950410f5b55f6ce0dec34d3f49573fc462e9a09508a6cb,geopolitics,5-15K,S1,YES,0.13,50.0,1.0,1,333.6153846153846
0x2093833fcaeb0d0dde38db96c9ccd9ed95abfccae6e9d661ac1598ad51344a70,geopolitics,5-15K,S1,YES,0.002,50.0,1.0,0,-51.0
0xdccfe732bdb97b0c9157d27d5f8f5f8b51fab0d4453f0885882b0f73fbe18b32,geopolitics,5-15K,S1,YES,0.085,50.0,1.0,0,-51.0
0x08a131664f87229dbecab1af132999fff2f4da146c7e6c07423827996af5bdb0,geopolitics,5-15K,S1,YES,0.0395,50.0,1.0,0,-51.0
0xf6b7915ba50b1b67039083b3f6f681d59205ee60b132d23deea171eca171968b,geopolitics,5-15K,S1,YES,0.01,50.0,1.0,0,-51.0
0x64491574bb603c1bcda36090a23d8401db5116cf7c48b4499e4ec44386d194d9,geopolitics,5-15K,S1,YES,0.016,50.0,1.0,0,-51.0
0x80cd2c45399e16f58d51f9b10a9b376880f1d4cc47caf14732fabc10698d8ee5,geopolitics,5-15K,S1,YES,0.06,50.0,1.0,0,-51.0
0x1bf009231937cd876608131b4d168189825e2ad642b08ab472663948fef65cef,geopolitics,5-15K,S1,YES,0.0005,50.0,1.0,0,-51.0
0xc59e9fb081b5c3397ce2d66108d497c787f731768b7f32bbe86b5ff2fdb453ed,geopolitics,5-15K,S1,YES,0.033,50.0,1.0,0,-51.0
0xdd8f6ee8450f775642b7982bba551d112057a4585468012a0f0e12e42c5c50ed,geopolitics,5-15K,S1,YES,0.0035,50.0,1.0,0,-51.0
0x223433f5748810af91f2548aa48407a904e249cc2f8bf9622f802fd5760ab0bb,geopolitics,5-15K,S1,YES,0.029,50.0,1.0,0,-51.0
0x84d3f50aed81bd7e414e0e9f86f07b9ca439c4d672d7141562f9ff3dfe740b10,geopolitics,5-15K,S1,YES,0.135,50.0,1.0,0,-51.0
0x350401bb1fb8db6dd486595f9e47c0ef93a1fe5e3d6c646ad3916c9d2f8572c4,geopolitics,5-15K,S1,YES,0.0105,50.0,1.0,0,-51.0
0x1e96d97deb425994b88fc71e7ed335c9f64fe9bd674b0070dcade07b535c955e,geopolitics,5-15K,S1,YES,0.0125,50.0,1.0,0,-51.0
0x937b00af36c37c4f0a627bfa522c5aa677d661588851b368715af2e58bb1b20f,geopolitics,5-15K,S1,YES,0.0215,50.0,1.0,0,-51.0
0x8f40d01bba5ef204437e11663ae8c40af0f613e816d1b86978806fe3e0b3a903,geopolitics,5-15K,S1,YES,0.0005,50.0,1.0,0,-51.0
0x939643150756c693fa321aa8dc30bafd44ca71d608ee11ef66941688e63fb6f5,geopolitics,5-15K,S1,YES,0.085,50.0,1.0,0,-51.0
0x7c25cfe207398e1099aafe12fa163d2b53d4a89de4a61f7962c78258e7260697,geopolitics,5-15K,S1,YES,0.005,50.0,1.0,0,-51.0
0xd69aabaec949a0fbd1aa98f6bdc557d90469c0bed5fe516b7c48021481f00277,geopolitics,5-15K,S1,YES,0.012,50.0,1.0,0,-51.0
0x6d278d07154de8765c96a5e0c12cea5bfb31ebf52f843ad9d406bf59ead66fad,geopolitics,5-15K,S1,YES,0.007,50.0,1.0,0,-51.0
0x2a0dfcba4bf202737819f15d1a938c875c0b45019a822c4ea146233a8a124b27,geopolitics,5-15K,S1,YES,0.0095,50.0,1.0,0,-51.0
0x861c998374c15081dfb030cc5c740bf830e5223dde065ade50acf1e0e1c9ad5a,geopolitics,5-15K,S1,NO,0.9865,50.0,1.0,1,-51.0
0xf82f80421d0a6535c8480f042a0899f52ac09c67502c2504e6352cb2320c2215,geopolitics,5-15K,S1,YES,0.008,50.0,1.0,0,-51.0
0x8bf941a9c55903fb2ebf4718c2c3dc289497923eabdaa3ff0678b97e48371cc3,geopolitics,5-15K,S1,NO,0.97,50.0,1.0,1,-51.0
0x9eee062f20c9ca00dc8e373aebe808cd8a0f23f9ef42319176eb330a14d3ebdb,geopolitics,5-15K,S1,YES,0.014,50.0,1.0,0,-51.0
0xdc88a7ceed2b87a68d111ba935330c016f61ab486c99de314ae9e078a3e0ba6f,geopolitics,5-15K,S1,YES,0.085,50.0,1.0,0,-51.0
0xba48743eac0c82434df044e1071eb647e3dbfebae50d7a010734d1fa67636eb0,geopolitics,5-15K,S1,YES,0.04,50.0,1.0,0,-51.0
0x1b4d436df7454c8f9b2809693a6106f7ea978f61988936168bbbca7277462e5c,geopolitics,5-15K,S1,YES,0.09,50.0,1.0,0,-51.0
0xafa89f15f4478fe8de25d1b3cf6bfb730f1cbe71c49be0162d5ae49bfb6fc12d,geopolitics,5-15K,S1,YES,0.031,50.0,1.0,0,-51.0
